"","period","org_code","type","attendances","breaches","admissions"
"9305",2019-01-01,"REP","2",1165,15,81
"9306",2019-01-01,"R0A","1",21980,6206,6985
"9307",2019-01-01,"R0A","2",3703,66,183
"9308",2019-01-01,"R0A","other",9394,67,191
"9309",2019-01-01,"RW4","other",2554,0,0
"9310",2019-01-01,"RBT","1",5956,1620,2306
"9311",2019-01-01,"RBT","other",1723,4,0
"9312",2019-01-01,"RXF","1",17930,3920,4184
"9313",2019-01-01,"RXF","other",3635,10,167
"9314",2019-01-01,"Y02532","other",1902,0,0
"9315",2019-01-01,"Y03645","other",381,0,0
"9316",2019-01-01,"RNL","1",7738,1211,2278
"9317",2019-01-01,"RNL","other",1361,1,0
"9318",2019-01-01,"RVW","1",4213,724,1783
"9319",2019-01-01,"RVW","other",11854,19,748
"9320",2019-01-01,"RTV","other",10533,134,0
"9321",2019-01-01,"NLO01","other",4642,203,0
"9322",2019-01-01,"RJL","1",12440,2430,3304
"9323",2019-01-01,"RTF","1",9414,1256,4884
"9324",2019-01-01,"RTF","other",9588,50,53
"9325",2019-01-01,"Y02572","other",763,0,0
"9326",2019-01-01,"Y02533","other",320,0,0
"9327",2019-01-01,"RW6","1",23243,7232,6746
"9328",2019-01-01,"RW6","other",11435,362,122
"9329",2019-01-01,"RT2","other",3752,0,0
"9330",2019-01-01,"AC008","other",925,1,0
"9331",2019-01-01,"RQ6","1",9364,3085,2618
"9332",2019-01-01,"RQ6","2",472,0,36
"9333",2019-01-01,"RQ6","other",9846,0,0
"9334",2019-01-01,"RM3","1",9011,2591,2958
"9335",2019-01-01,"AXT02","other",4062,0,0
"9336",2019-01-01,"RCU","1",5020,182,693
"9337",2019-01-01,"RCU","other",210,0,0
"9338",2019-01-01,"RHQ","1",9402,3050,3126
"9339",2019-01-01,"RHQ","2",1106,0,0
"9340",2019-01-01,"RHQ","other",8863,0,0
"9341",2019-01-01,"NQT5F","other",2048,2,0
"9342",2019-01-01,"RTR","1",11389,877,2455
"9343",2019-01-01,"RTR","other",1819,0,12
"9344",2019-01-01,"RE9","1",5431,451,1376
"9345",2019-01-01,"RE9","other",744,3,0
"9346",2019-01-01,"RVY","1",7174,1563,2782
"9347",2019-01-01,"RVY","other",2782,52,0
"9348",2019-01-01,"RBN","1",10020,3279,4561
"9349",2019-01-01,"RWJ","1",7562,2615,2512
"9350",2019-01-01,"RWJ","other",803,9,93
"9351",2019-01-01,"RMP","1",7411,1325,2019
"9352",2019-01-01,"RMP","other",5488,3,0
"9353",2019-01-01,"RTD","1",10410,1213,2387
"9354",2019-01-01,"RTD","2",1954,45,29
"9355",2019-01-01,"RTD","other",8320,0,4
"9356",2019-01-01,"RFR","1",9129,1773,1783
"9357",2019-01-01,"NNF76","other",3744,0,0
"9358",2019-01-01,"RTX","1",7875,2023,2242
"9359",2019-01-01,"RTX","2",125,0,0
"9360",2019-01-01,"RTX","other",1611,45,60
"9361",2019-01-01,"RWW","1",6683,2344,2379
"9362",2019-01-01,"RWW","other",2770,81,0
"9363",2019-01-01,"RY7","other",4402,21,0
"9364",2019-01-01,"RBL","1",7255,2732,2296
"9365",2019-01-01,"RBL","other",3263,7,0
"9366",2019-01-01,"AJN","other",408,0,0
"9367",2019-01-01,"RRF","1",7380,2939,2541
"9368",2019-01-01,"RRF","other",747,15,0
"9369",2019-01-01,"RCB","1",10296,3039,3807
"9370",2019-01-01,"RCB","other",6279,30,0
"9371",2019-01-01,"RTK","1",9483,2299,1944
"9372",2019-01-01,"NTV0B","other",3722,0,0
"9373",2019-01-01,"NQT10","other",3701,111,0
"9374",2019-01-01,"RWX","other",1970,0,0
"9375",2019-01-01,"Y04538","other",3326,0,0
"9376",2019-01-01,"RXH","1",13439,3438,3281
"9377",2019-01-01,"RXH","2",1120,5,18
"9378",2019-01-01,"Y02676","other",1818,0,0
"9379",2019-01-01,"RXQ","1",6612,1696,3608
"9380",2019-01-01,"RXQ","2",1301,0,1009
"9381",2019-01-01,"RXQ","other",5685,10,0
"9382",2019-01-01,"RN7","1",9870,1667,2813
"9383",2019-01-01,"RN7","other",1643,4,0
"9384",2019-01-01,"Y00751","other",4640,28,0
"9385",2019-01-01,"RVV","1",15097,4745,4639
"9386",2019-01-01,"RVV","other",3322,8,192
"9387",2019-01-01,"RXC","1",9944,1589,3531
"9388",2019-01-01,"RXC","other",851,0,0
"9389",2019-01-01,"Y02816","other",1477,0,0
"9390",2019-01-01,"NDJ","other",1355,0,0
"9391",2019-01-01,"RDU","1",20818,3634,6642
"9392",2019-01-01,"RN5","1",9605,1587,2737
"9393",2019-01-01,"RN5","other",829,0,0
"9394",2019-01-01,"NDA57","other",557,0,0
"9395",2019-01-01,"Y03051","other",1939,2,0
"9396",2019-01-01,"R1F","1",3559,810,942
"9397",2019-01-01,"R1F","other",890,0,0
"9398",2019-01-01,"RYY","other",5856,4,0
"9399",2019-01-01,"RWF","1",13668,1815,4489
"9400",2019-01-01,"RWF","other",2112,0,0
"9401",2019-01-01,"RPA","1",7835,2665,2025
"9402",2019-01-01,"RPA","other",2924,43,0
"9403",2019-01-01,"RNU","other",2741,81,0
"9404",2019-01-01,"RTH","1",11187,1867,3367
"9405",2019-01-01,"RTH","2",1652,0,95
"9406",2019-01-01,"RTH","other",523,0,4
"9407",2019-01-01,"RHU","1",10055,3858,3457
"9408",2019-01-01,"RHU","2",740,2,0
"9409",2019-01-01,"RHU","other",1832,3,3
"9410",2019-01-01,"RPC","other",1026,1,15
"9411",2019-01-01,"RHW","1",9350,1208,3283
"9412",2019-01-01,"RHW","2",1637,67,0
"9413",2019-01-01,"RHW","other",1091,0,0
"9414",2019-01-01,"RA2","1",6242,1071,2513
"9415",2019-01-01,"RA2","other",9,3,0
"9416",2019-01-01,"NTP11","other",3994,17,0
"9417",2019-01-01,"RW1","other",637,0,1
"9418",2019-01-01,"NTPAD","other",4957,8,0
"9419",2019-01-01,"RTP","1",8503,1552,2620
"9420",2019-01-01,"RTP","other",734,0,0
"9421",2019-01-01,"RDR","other",9173,166,1
"9422",2019-01-01,"RHM","1",9019,1690,3212
"9423",2019-01-01,"RHM","2",1563,214,29
"9424",2019-01-01,"RHM","other",1993,2,13
"9425",2019-01-01,"RYR","1",12021,1130,3793
"9426",2019-01-01,"G82071","other",2792,0,0
"9427",2019-01-01,"NTV0W","other",3464,10,0
"9428",2019-01-01,"NLW","other",4665,2,0
"9429",2019-01-01,"NLT02","other",1190,0,0
"9430",2019-01-01,"RBD","1",3820,499,1441
"9431",2019-01-01,"RBD","other",3900,0,0
"9432",2019-01-01,"DD401","other",1017,0,0
"9433",2019-01-01,"R1J","other",5388,31,0
"9434",2019-01-01,"RTE","1",12962,2014,4149
"9435",2019-01-01,"RN3","1",6984,1723,2354
"9436",2019-01-01,"RN3","other",5009,144,0
"9437",2019-01-01,"RVJ","1",8007,1770,3409
"9438",2019-01-01,"RBZ","1",3649,784,1209
"9439",2019-01-01,"RBZ","other",831,0,2
"9440",2019-01-01,"L83087","other",111,0,0
"9441",2019-01-01,"NQT5H","other",690,4,0
"9442",2019-01-01,"RD3","1",5622,869,1879
"9443",2019-01-01,"RD3","other",1701,3,0
"9444",2019-01-01,"REF","1",6109,1241,2648
"9445",2019-01-01,"REF","other",9490,27,37
"9446",2019-01-01,"RH8","1",7637,1055,2128
"9447",2019-01-01,"RH8","other",3857,0,0
"9448",2019-01-01,"RD1","1",6214,1976,2751
"9449",2019-01-01,"RD1","other",1094,6,18
"9450",2019-01-01,"RNZ","1",4066,652,1221
"9451",2019-01-01,"RNZ","2",265,0,0
"9452",2019-01-01,"Y02666","other",1406,0,0
"9453",2019-01-01,"RH5","other",6925,40,0
"9454",2019-01-01,"RYF","other",1552,13,0
"9455",2019-01-01,"RBA","1",6252,877,2311
"9456",2019-01-01,"AAH","other",194,0,0
"9457",2019-01-01,"RDZ","1",6369,1043,2056
"9458",2019-01-01,"RDZ","2",1397,1,7
"9459",2019-01-01,"RDZ","other",1135,0,0
"9460",2019-01-01,"RA9","1",6056,2053,2557
"9461",2019-01-01,"RA9","other",2653,1,0
"9462",2019-01-01,"RA7","1",10099,1829,3419
"9463",2019-01-01,"RA7","2",1997,46,9
"9464",2019-01-01,"RK9","1",8836,3616,3228
"9465",2019-01-01,"RK9","2",253,0,0
"9466",2019-01-01,"RK9","other",3798,21,0
"9467",2019-01-01,"RA3","1",4024,702,1259
"9468",2019-01-01,"AXG","other",2634,13,0
"9469",2019-01-01,"NLX24","other",1523,3,0
"9470",2019-01-01,"RA4","1",4620,244,1664
"9471",2018-12-01,"RF4","1",16040,5249,4814
"9472",2018-12-01,"RF4","2",611,5,0
"9473",2018-12-01,"RF4","other",9460,95,0
"9474",2018-12-01,"R1H","1",27102,6311,8291
"9475",2018-12-01,"R1H","2",678,4,0
"9476",2018-12-01,"R1H","other",14695,82,0
"9477",2018-12-01,"AD913","other",4771,8,0
"9478",2018-12-01,"E84069","other",1956,0,0
"9479",2018-12-01,"RYX","other",17634,225,0
"9480",2018-12-01,"RQM","1",18569,1267,4290
"9481",2018-12-01,"RQM","other",9230,146,0
"9482",2018-12-01,"RJ6","1",7150,3460,1873
"9483",2018-12-01,"RJ6","other",11860,230,0
"9484",2018-12-01,"Y02696","other",1345,0,0
"9485",2018-12-01,"RVR","1",12555,1679,3528
"9486",2018-12-01,"RVR","2",414,0,4
"9487",2018-12-01,"RVR","other",2543,0,0
"9488",2018-12-01,"RJ1","1",13550,2488,3659
"9489",2018-12-01,"RJ1","2",702,0,0
"9490",2018-12-01,"RJ1","other",2551,0,0
"9491",2018-12-01,"Y03082","other",3277,329,0
"9492",2018-12-01,"RQX","1",10407,655,1683
"9493",2018-12-01,"RY9","other",4368,3,0
"9494",2018-12-01,"RYJ","1",10166,2651,3385
"9495",2018-12-01,"RYJ","2",3659,7,9
"9496",2018-12-01,"RYJ","other",9718,78,0
"9497",2018-12-01,"RJZ","1",15982,6113,4751
"9498",2018-12-01,"RJZ","other",7696,597,0
"9499",2018-12-01,"Y02973","other",714,0,0
"9500",2018-12-01,"RAX","1",9688,1248,2502
"9501",2018-12-01,"RAX","2",1007,2,0
"9502",2018-12-01,"RJ2","1",13739,3045,4853
"9503",2018-12-01,"RJ2","other",11408,394,0
"9504",2018-12-01,"R1K","1",12713,2910,6577
"9505",2018-12-01,"R1K","other",18521,204,0
"9506",2018-12-01,"RP6","2",6993,58,13
"9507",2018-12-01,"RAT","other",4379,64,0
"9508",2018-12-01,"RAP","1",8685,2078,2983
"9509",2018-12-01,"RAP","2",399,1,0
"9510",2018-12-01,"RAP","other",6415,201,0
"9511",2018-12-01,"RAL","1",20423,3857,4508
"9512",2018-12-01,"RAL","other",3283,0,0
"9513",2018-12-01,"RJ7","1",13046,2070,4084
"9514",2018-12-01,"RJ7","other",1366,0,0
"9515",2018-12-01,"RAS","1",6264,2465,1932
"9516",2018-12-01,"RAS","other",7877,95,0
"9517",2018-12-01,"Y03094","other",3549,0,0
"9518",2018-12-01,"Y03218","other",3720,0,0
"9519",2018-12-01,"RRV","1",11701,2007,1946
"9520",2018-12-01,"Y02147","other",9281,296,0
"9521",2018-12-01,"RKE","1",9219,1335,1502
"9522",2018-12-01,"NL7","other",6336,0,0
"9523",2018-12-01,"8J094","other",3215,0,0
"9524",2018-12-01,"RDD","1",13078,666,3399
"9525",2018-12-01,"RC1","1",6185,532,2101
"9526",2018-12-01,"RC1","other",863,0,0
"9527",2018-12-01,"M85813","other",3189,0,0
"9528",2018-12-01,"RQ3","1",5464,727,1232
"9529",2018-12-01,"RGT","1",10069,1826,3508
"9530",2018-12-01,"RGT","other",2982,0,20
"9531",2018-12-01,"RFS","1",5777,924,2251
"9532",2018-12-01,"RFS","other",1706,0,0
"9533",2018-12-01,"NQ108","other",2190,1,0
"9534",2018-12-01,"Y03571","other",6427,0,0
"9535",2018-12-01,"RY8","other",5426,0,0
"9536",2018-12-01,"NNJ","other",2072,29,0
"9537",2018-12-01,"RWH","1",9344,1733,3290
"9538",2018-12-01,"RWH","other",3847,0,0
"9539",2018-12-01,"RDE","1",16135,1916,4917
"9540",2018-12-01,"RDE","other",5820,19,152
"9541",2018-12-01,"Y03007","other",2824,0,0
"9542",2018-12-01,"NQ106","other",453,1,0
"9543",2018-12-01,"RLT","1",6969,1537,1349
"9544",2018-12-01,"NEH06","other",1567,0,0
"9545",2018-12-01,"RY4","other",762,0,0
"9546",2018-12-01,"RGP","1",6089,823,1568
"9547",2018-12-01,"RGP","other",452,11,0
"9548",2018-12-01,"RNQ","1",7858,1614,2711
"9549",2018-12-01,"C82038","other",146,0,0
"9550",2018-12-01,"RY5","other",10140,152,1
"9551",2018-12-01,"NJS05","other",4654,199,0
"9552",2018-12-01,"RC9","1",8929,247,2858
"9553",2018-12-01,"RC9","other",4034,0,0
"9554",2018-12-01,"C82009","other",302,0,0
"9555",2018-12-01,"NLO11","other",669,78,0
"9556",2018-12-01,"NLO09","other",539,19,0
"9557",2018-12-01,"RQ8","1",8412,1936,2354
"9558",2018-12-01,"RQ8","other",380,15,0
"9559",2018-12-01,"RD8","1",7149,915,2030
"9560",2018-12-01,"RD8","other",4923,9,0
"9561",2018-12-01,"RM1","1",9273,2817,3013
"9562",2018-12-01,"RM1","other",2181,119,0
"9563",2018-12-01,"RGN","1",12690,2635,3597
"9564",2018-12-01,"RGN","other",643,0,0
"9565",2018-12-01,"RNS","1",8918,1871,3194
"9566",2018-12-01,"RNS","2",943,2,0
"9567",2018-12-01,"RNS","other",1411,0,0
"9568",2018-12-01,"NMH01","other",5310,0,0
"9569",2018-12-01,"NR3","other",4713,31,0
"9570",2018-12-01,"RX1","1",13756,6147,4146
"9571",2018-12-01,"RX1","2",1419,11,0
"9572",2018-12-01,"RX1","other",1862,171,0
"9573",2018-12-01,"NLO10","other",2124,109,0
"9574",2018-12-01,"C82010","other",206,0,0
"9575",2018-12-01,"NLO12","other",299,0,0
"9576",2018-12-01,"Y02428","other",1879,0,0
"9577",2018-12-01,"RXK","1",13604,4432,3744
"9578",2018-12-01,"RXK","2",1009,3,40
"9579",2018-12-01,"RXK","other",3140,1,0
"9580",2018-12-01,"RK5","1",8600,609,3017
"9581",2018-12-01,"RK5","other",4810,78,5
"9582",2018-12-01,"RXW","1",9311,3878,2765
"9583",2018-12-01,"RXW","other",2153,75,42
"9584",2018-12-01,"R1D","other",1985,0,0
"9585",2018-12-01,"C83023","other",661,0,0
"9586",2018-12-01,"Y02615","other",6309,0,0
"9587",2018-12-01,"RJC","1",5843,524,2000
"9588",2018-12-01,"RJC","other",659,0,0
"9589",2018-12-01,"RAJ","1",6703,1833,2541
"9590",2018-12-01,"RAJ","other",1908,26,322
"9591",2018-12-01,"Y02961","other",3005,0,0
"9592",2018-12-01,"RNA","1",9019,2819,2291
"9593",2018-12-01,"RNA","other",6159,1,0
"9594",2018-12-01,"RQW","1",9172,2482,2401
"9595",2018-12-01,"RCX","1",5678,909,2066
"9596",2018-12-01,"RL4","1",11494,1440,2873
"9597",2018-12-01,"RL4","other",9090,161,0
"9598",2018-12-01,"RWD","1",11941,4438,3933
"9599",2018-12-01,"RWD","other",1893,0,0
"9600",2018-12-01,"RRK","1",30979,8981,11401
"9601",2018-12-01,"RRK","other",3067,36,1457
"9602",2018-12-01,"RKB","1",12470,2775,4631
"9603",2018-12-01,"RKB","2",1716,6,91
"9604",2018-12-01,"RKB","other",5997,114,0
"9605",2018-12-01,"RTG","1",17664,3870,5979
"9606",2018-12-01,"RTG","other",9233,10,114
"9607",2018-12-01,"RWE","1",20073,5721,5002
"9608",2018-12-01,"RWE","2",1551,16,12
"9609",2018-12-01,"RJE","1",15225,4101,6129
"9610",2018-12-01,"RJE","2",415,0,0
"9611",2018-12-01,"RJE","other",6544,22,0
"9612",2018-12-01,"RBK","1",6894,2123,2154
"9613",2018-12-01,"RBK","other",3197,5,0
"9614",2018-12-01,"ATQ02","other",3378,0,0
"9615",2018-12-01,"RWG","1",8690,2886,3064
"9616",2018-12-01,"RWG","other",4066,18,0
"9617",2018-12-01,"RGR","1",5852,531,2126
"9618",2018-12-01,"RGR","other",303,0,0
"9619",2018-12-01,"RWP","1",10561,4426,3236
"9620",2018-12-01,"RWP","other",4720,2,0
"9621",2018-12-01,"RLQ","1",5074,1411,1440
"9622",2018-12-01,"REM","1",7617,1792,3714
"9623",2018-12-01,"REM","other",340,2,0
"9624",2018-12-01,"RCF","1",5101,720,1553
"9625",2018-12-01,"RCF","2",556,0,0
"9626",2018-12-01,"RCF","other",126,0,0
"9627",2018-12-01,"RBS","1",5113,238,1129
"9628",2018-12-01,"RFF","1",8387,277,2492
"9629",2018-12-01,"RXL","1",6002,2134,2501
"9630",2018-12-01,"RXL","other",10845,58,0
"9631",2018-12-01,"RMC","1",8900,1846,2277
"9632",2018-12-01,"RMC","other",970,9,25
"9633",2018-12-01,"RAE","1",10566,2591,2969
"9634",2018-12-01,"RAE","other",1278,6,119
"9635",2018-12-01,"NNF09","other",1952,7,0
"9636",2018-12-01,"RY2","other",11482,134,0
"9637",2018-12-01,"RWY","1",12686,1371,3180
"9638",2018-12-01,"RLN","1",9003,1551,3068
"9639",2018-12-01,"RLN","2",1793,14,21
"9640",2018-12-01,"RLN","other",2909,9,0
"9641",2018-12-01,"RJR","1",6081,1422,1929
"9642",2018-12-01,"RJR","other",629,2,0
"9643",2018-12-01,"RXP","1",11316,1993,3939
"9644",2018-12-01,"RXP","other",6157,0,0
"9645",2018-12-01,"RP5","1",11878,1252,3443
"9646",2018-12-01,"RP5","other",2498,4,465
"9647",2018-12-01,"Y01069","other",3303,0,0
"9648",2018-12-01,"Y01231","other",2203,8,0
"9649",2018-12-01,"RJN","1",3838,1005,1003
"9650",2018-12-01,"RJN","other",100,0,0
"9651",2018-12-01,"RXR","1",9804,2834,3650
"9652",2018-12-01,"RXR","other",5509,237,27
"9653",2018-12-01,"NNF94","other",1812,5,0
"9654",2018-12-01,"RR7","1",7906,876,1877
"9655",2018-12-01,"RR7","other",2597,3,0
"9656",2018-12-01,"NNFA7","other",988,5,0
"9657",2018-12-01,"RCD","1",4391,385,1110
"9658",2018-12-01,"RCD","other",667,0,0
"9659",2018-12-01,"RWA","1",11665,2757,3055
"9660",2018-12-01,"RV9","other",530,0,0
"9661",2018-12-01,"RXN","1",4474,1884,2266
"9662",2018-12-01,"RXN","other",8139,473,463
"9663",2018-12-01,"RR8","1",16862,4146,4671
"9664",2018-12-01,"RR8","other",3566,9,0
"9665",2018-12-01,"REP","2",1041,12,110
"9666",2018-12-01,"R0A","1",21313,5059,6694
"9667",2018-12-01,"R0A","2",3285,56,177
"9668",2018-12-01,"R0A","other",8814,43,169
"9669",2018-12-01,"RW4","other",2280,0,0
"9670",2018-12-01,"RBT","1",5631,1207,2255
"9671",2018-12-01,"RBT","other",1728,3,0
"9672",2018-12-01,"RXF","1",17662,3696,4186
"9673",2018-12-01,"RXF","other",3501,23,135
"9674",2018-12-01,"Y02532","other",1613,0,0
"9675",2018-12-01,"Y03645","other",359,0,0
"9676",2018-12-01,"RNL","1",7582,740,2317
"9677",2018-12-01,"RNL","other",1393,0,0
"9678",2018-12-01,"RVW","1",3905,409,1650
"9679",2018-12-01,"RVW","other",10936,23,637
"9680",2018-12-01,"RTV","other",9848,100,0
"9681",2018-12-01,"NLO01","other",4634,206,0
"9682",2018-12-01,"RJL","1",12027,1796,3147
"9683",2018-12-01,"RTF","1",9198,1091,4753
"9684",2018-12-01,"RTF","other",9432,60,37
"9685",2018-12-01,"Y02572","other",1037,0,0
"9686",2018-12-01,"Y02533","other",291,0,0
"9687",2018-12-01,"RW6","1",22606,6722,6526
"9688",2018-12-01,"RW6","other",10229,249,111
"9689",2018-12-01,"RT2","other",3645,0,0
"9690",2018-12-01,"AC008","other",858,0,0
"9691",2018-12-01,"RQ6","1",9022,3010,2518
"9692",2018-12-01,"RQ6","2",1863,0,25
"9693",2018-12-01,"RQ6","other",9566,0,0
"9694",2018-12-01,"RM3","1",8645,1998,2824
"9695",2018-12-01,"RM3","other",29,0,0
"9696",2018-12-01,"AXT02","other",4394,0,0
"9697",2018-12-01,"RCU","1",5206,141,720
"9698",2018-12-01,"RCU","other",164,0,0
"9699",2018-12-01,"RHQ","1",9273,2765,3038
"9700",2018-12-01,"RHQ","2",969,0,0
"9701",2018-12-01,"RHQ","other",8353,0,0
"9702",2018-12-01,"NQT5F","other",1754,2,0
"9703",2018-12-01,"RTR","1",10665,782,2408
"9704",2018-12-01,"RTR","other",1732,0,7
"9705",2018-12-01,"RE9","1",5491,486,1368
"9706",2018-12-01,"RE9","other",648,2,0
"9707",2018-12-01,"RVY","1",6805,1011,2688
"9708",2018-12-01,"RVY","other",3047,26,0
"9709",2018-12-01,"RBN","1",9514,3004,4320
"9710",2018-12-01,"RWJ","1",7057,2203,2525
"9711",2018-12-01,"RWJ","other",773,2,105
"9712",2018-12-01,"RMP","1",6922,902,1733
"9713",2018-12-01,"RMP","other",4961,25,0
"9714",2018-12-01,"RTD","1",9971,902,2330
"9715",2018-12-01,"RTD","2",1626,22,13
"9716",2018-12-01,"RTD","other",7824,1,0
"9717",2018-12-01,"RFR","1",8553,1341,1668
"9718",2018-12-01,"NNF76","other",3845,4,0
"9719",2018-12-01,"RTX","1",7775,1591,2212
"9720",2018-12-01,"RTX","2",68,0,0
"9721",2018-12-01,"RTX","other",1640,76,47
"9722",2018-12-01,"RWW","1",6258,2064,2120
"9723",2018-12-01,"RWW","other",2669,45,0
"9724",2018-12-01,"RY7","other",4198,5,0
"9725",2018-12-01,"RBL","1",7168,2612,2393
"9726",2018-12-01,"RBL","other",3268,1,0
"9727",2018-12-01,"AJN","other",550,0,0
"9728",2018-12-01,"RRF","1",6880,1699,2509
"9729",2018-12-01,"RRF","other",595,3,0
"9730",2018-12-01,"RCB","1",10198,2036,4050
"9731",2018-12-01,"RCB","other",6373,23,0
"9732",2018-12-01,"RTK","1",9096,2039,2167
"9733",2018-12-01,"NTV0B","other",3763,1,0
"9734",2018-12-01,"NQT10","other",3783,0,0
"9735",2018-12-01,"RWX","other",1744,0,0
"9736",2018-12-01,"Y04538","other",3242,0,0
"9737",2018-12-01,"RXH","1",13061,2974,3369
"9738",2018-12-01,"RXH","2",938,11,21
"9739",2018-12-01,"Y02676","other",1763,0,0
"9740",2018-12-01,"RXQ","1",6461,1248,3456
"9741",2018-12-01,"RXQ","2",1209,0,938
"9742",2018-12-01,"RXQ","other",5126,28,0
"9743",2018-12-01,"RN7","1",9351,2022,2734
"9744",2018-12-01,"RN7","other",1494,2,0
"9745",2018-12-01,"Y00751","other",4427,51,0
"9746",2018-12-01,"RVV","1",14948,3709,4412
"9747",2018-12-01,"RVV","other",3078,11,179
"9748",2018-12-01,"RXC","1",9550,966,3449
"9749",2018-12-01,"RXC","other",780,0,0
"9750",2018-12-01,"Y02816","other",1583,0,0
"9751",2018-12-01,"NDJ","other",1391,0,0
"9752",2018-12-01,"RDU","1",20418,2605,6431
"9753",2018-12-01,"RN5","1",9564,2349,2627
"9754",2018-12-01,"RN5","other",793,0,0
"9755",2018-12-01,"NDA57","other",447,3,0
"9756",2018-12-01,"Y03051","other",1995,0,0
"9757",2018-12-01,"R1F","1",3681,816,899
"9758",2018-12-01,"R1F","other",1052,0,0
"9759",2018-12-01,"RYY","other",5628,7,0
"9760",2018-12-01,"RWF","1",12686,1585,4077
"9761",2018-12-01,"RWF","other",1987,1,0
"9762",2018-12-01,"RPA","1",7446,1896,2029
"9763",2018-12-01,"RPA","other",3043,4,0
"9764",2018-12-01,"RNU","other",2230,108,0
"9765",2018-12-01,"RTH","1",11436,1681,3549
"9766",2018-12-01,"RTH","2",1410,0,59
"9767",2018-12-01,"RTH","other",480,0,18
"9768",2018-12-01,"RHU","1",9936,2843,3590
"9769",2018-12-01,"RHU","2",669,0,0
"9770",2018-12-01,"RHU","other",1667,2,5
"9771",2018-12-01,"RPC","other",991,2,22
"9772",2018-12-01,"RHW","1",9423,1587,3141
"9773",2018-12-01,"RHW","2",1334,33,0
"9774",2018-12-01,"RHW","other",882,0,0
"9775",2018-12-01,"RA2","1",6215,873,2537
"9776",2018-12-01,"RA2","other",1,0,1
"9777",2018-12-01,"NTP11","other",3956,5,0
"9778",2018-12-01,"RW1","other",590,0,1
"9779",2018-12-01,"NTPAD","other",4876,4,0
"9780",2018-12-01,"RTP","1",8070,988,2617
"9781",2018-12-01,"RTP","other",722,0,0
"9782",2018-12-01,"RDR","other",8555,109,3
"9783",2018-12-01,"RHM","1",8753,1032,3254
"9784",2018-12-01,"RHM","2",1369,88,14
"9785",2018-12-01,"RHM","other",1965,7,19
"9786",2018-12-01,"RYR","1",12065,914,3862
"9787",2018-12-01,"G82071","other",2582,0,0
"9788",2018-12-01,"NTV0W","other",3381,9,0
"9789",2018-12-01,"NLW","other",4572,5,0
"9790",2018-12-01,"NLT02","other",1040,0,0
"9791",2018-12-01,"RBD","1",3921,408,1516
"9792",2018-12-01,"RBD","other",3927,1,0
"9793",2018-12-01,"DD401","other",1027,0,0
"9794",2018-12-01,"R1J","other",5442,27,0
"9795",2018-12-01,"RTE","1",12638,1574,4125
"9796",2018-12-01,"RN3","1",6883,1612,2414
"9797",2018-12-01,"RN3","other",4933,76,0
"9798",2018-12-01,"RVJ","1",7706,1166,3251
"9799",2018-12-01,"RBZ","1",3890,725,1249
"9800",2018-12-01,"RBZ","other",802,0,1
"9801",2018-12-01,"L83087","other",96,0,0
"9802",2018-12-01,"NQT5H","other",618,4,0
"9803",2018-12-01,"RD3","1",5447,758,1933
"9804",2018-12-01,"RD3","other",1616,0,0
"9805",2018-12-01,"REF","1",6341,1117,2741
"9806",2018-12-01,"REF","other",9312,45,43
"9807",2018-12-01,"RH8","1",7589,1090,2096
"9808",2018-12-01,"RH8","other",3897,1,0
"9809",2018-12-01,"RD1","1",6073,1337,2596
"9810",2018-12-01,"RD1","other",1123,3,16
"9811",2018-12-01,"RNZ","1",3980,384,1269
"9812",2018-12-01,"RNZ","2",238,0,0
"9813",2018-12-01,"RNZ","other",1503,0,0
"9814",2018-12-01,"Y02666","other",1494,0,0
"9815",2018-12-01,"RH5","other",6838,63,0
"9816",2018-12-01,"RYF","other",1457,5,0
"9817",2018-12-01,"RBA","1",6246,597,2187
"9818",2018-12-01,"AAH","other",124,0,0
"9819",2018-12-01,"RDZ","1",6159,839,1943
"9820",2018-12-01,"RDZ","2",1190,1,9
"9821",2018-12-01,"RDZ","other",1237,0,0
"9822",2018-12-01,"RA9","1",5961,1045,2297
"9823",2018-12-01,"RA9","other",2495,9,0
"9824",2018-12-01,"RA7","1",10065,1960,3367
"9825",2018-12-01,"RA7","2",1805,52,9
"9826",2018-12-01,"RK9","1",8635,1948,3067
"9827",2018-12-01,"RK9","2",193,0,0
"9828",2018-12-01,"RK9","other",3497,9,0
"9829",2018-12-01,"RA3","1",3911,889,1128
"9830",2018-12-01,"AXG","other",2621,16,0
"9831",2018-12-01,"NLX24","other",1398,1,0
"9832",2018-12-01,"RA4","1",4896,179,1657
"9833",2018-11-01,"RF4","1",16897,5087,4960
"9834",2018-11-01,"RF4","2",791,2,0
"9835",2018-11-01,"RF4","other",8264,30,0
"9836",2018-11-01,"R1H","1",27483,5934,8348
"9837",2018-11-01,"R1H","2",801,3,0
"9838",2018-11-01,"R1H","other",14262,68,0
"9839",2018-11-01,"AD913","other",4399,2,0
"9840",2018-11-01,"E84069","other",1846,0,0
"9841",2018-11-01,"RYX","other",18047,152,0
"9842",2018-11-01,"RQM","1",18987,1552,4252
"9843",2018-11-01,"RQM","other",8397,145,0
"9844",2018-11-01,"RJ6","1",6707,2624,2181
"9845",2018-11-01,"RJ6","other",11164,35,0
"9846",2018-11-01,"Y02696","other",963,0,0
"9847",2018-11-01,"RVR","1",12659,1415,3356
